Filename,Line number,Variable name,Units,Variable reference,Index type key,Variable type key,Keyed value
TranspiredCollector.cc,629,"""Solar Collector Sensible Heating Rate""",,OutputProcessor::Unit::W,UTSC( Item ).SensHeatingRate,"""System""","""Average"""
TranspiredCollector.cc,630,"""Solar Collector Sensible Heating Energy""",,OutputProcessor::Unit::J,UTSC( Item ).SensHeatingEnergy,"""System""","""Sum"""
TranspiredCollector.cc,632,"""Solar Collector Natural Ventilation Air Change Rate""",,OutputProcessor::Unit::ach,UTSC( Item ).PassiveACH,"""System""","""Average"""
TranspiredCollector.cc,633,"""Solar Collector Natural Ventilation Mass Flow Rate""",,OutputProcessor::Unit::kg_s,UTSC( Item ).PassiveMdotVent,"""System""","""Average"""
TranspiredCollector.cc,634,"""Solar Collector Wind Natural Ventilation Mass Flow Rate""",,OutputProcessor::Unit::kg_s,UTSC( Item ).PassiveMdotWind,"""System""","""Average"""
TranspiredCollector.cc,635,"""Solar Collector Buoyancy Natural Ventilation Mass Flow Rate""",,OutputProcessor::Unit::kg_s,UTSC( Item ).PassiveMdotTherm,"""System""","""Average"""
TranspiredCollector.cc,636,"""Solar Collector Incident Solar Radiation""",,OutputProcessor::Unit::W_m2,UTSC( Item ).Isc,"""System""","""Average"""
TranspiredCollector.cc,637,"""Solar Collector System Efficiency""",,OutputProcessor::Unit::None,UTSC( Item ).UTSCEfficiency,"""System""","""Average"""
TranspiredCollector.cc,638,"""Solar Collector Surface Efficiency""",,OutputProcessor::Unit::None,UTSC( Item ).UTSCCollEff,"""System""","""Average"""
UnitHeater.cc,649,"""Zone Unit Heater Heating Rate""",,OutputProcessor::Unit::W,UnitHeat( UnitHeatNum ).HeatPower,"""System""","""Average"""
UnitHeater.cc,650,"""Zone Unit Heater Heating Energy""",,OutputProcessor::Unit::J,UnitHeat( UnitHeatNum ).HeatEnergy,"""System""","""Sum"""
UnitHeater.cc,651,"""Zone Unit Heater Fan Electric Power""",,OutputProcessor::Unit::W,UnitHeat( UnitHeatNum ).ElecPower,"""System""","""Average"""
UnitHeater.cc,653,"""Zone Unit Heater Fan Electric Energy""",,OutputProcessor::Unit::J,UnitHeat( UnitHeatNum ).ElecEnergy,"""System""","""Sum"""
UnitHeater.cc,654,"""Zone Unit Heater Fan Availability Status""",,OutputProcessor::Unit::None,UnitHeat( UnitHeatNum ).AvailStatus,"""System""","""Average"""
UnitHeater.cc,656,"""Zone Unit Heater Fan Part Load Ratio""",,OutputProcessor::Unit::None,UnitHeat( UnitHeatNum ).FanPartLoadRatio,"""System""","""Average"""
UnitVentilator.cc,1009,"""Zone Unit Ventilator Heating Rate""",,OutputProcessor::Unit::W,UnitVent( UnitVentNum ).HeatPower,"""System""","""Average"""
UnitVentilator.cc,1010,"""Zone Unit Ventilator Heating Energy""",,OutputProcessor::Unit::J,UnitVent( UnitVentNum ).HeatEnergy,"""System""","""Sum"""
UnitVentilator.cc,1011,"""Zone Unit Ventilator Total Cooling Rate""",,OutputProcessor::Unit::W,UnitVent( UnitVentNum ).TotCoolPower,"""System""","""Average"""
UnitVentilator.cc,1012,"""Zone Unit Ventilator Total Cooling Energy""",,OutputProcessor::Unit::J,UnitVent( UnitVentNum ).TotCoolEnergy,"""System""","""Sum"""
UnitVentilator.cc,1013,"""Zone Unit Ventilator Sensible Cooling Rate""",,OutputProcessor::Unit::W,UnitVent( UnitVentNum ).SensCoolPower,"""System""","""Average"""
UnitVentilator.cc,1014,"""Zone Unit Ventilator Sensible Cooling Energy""",,OutputProcessor::Unit::J,UnitVent( UnitVentNum ).SensCoolEnergy,"""System""","""Sum"""
UnitVentilator.cc,1015,"""Zone Unit Ventilator Fan Electric Power""",,OutputProcessor::Unit::W,UnitVent( UnitVentNum ).ElecPower,"""System""","""Average"""
UnitVentilator.cc,1017,"""Zone Unit Ventilator Fan Electric Energy""",,OutputProcessor::Unit::J,UnitVent( UnitVentNum ).ElecEnergy,"""System""","""Sum"""
UnitVentilator.cc,1018,"""Zone Unit Ventilator Fan Availability Status""",,OutputProcessor::Unit::None,UnitVent( UnitVentNum ).AvailStatus,"""System""","""Average"""
UnitVentilator.cc,1020,"""Zone Unit Ventilator Fan Part Load Ratio""",,OutputProcessor::Unit::None,UnitVent( UnitVentNum ).FanPartLoadRatio,"""System""","""Average"""
VariableSpeedCoils.cc,970,"""Cooling Coil Electric Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).Energy,"""System""","""Summed"""
VariableSpeedCoils.cc,971,"""Cooling Coil Total Cooling Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EnergyLoadTotal,"""System""","""Summed"""
VariableSpeedCoils.cc,972,"""Cooling Coil Sensible Cooling Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EnergySensible,"""System""","""Summed"""
VariableSpeedCoils.cc,973,"""Cooling Coil Latent Cooling Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EnergyLatent,"""System""","""Summed"""
VariableSpeedCoils.cc,974,"""Cooling Coil Source Side Heat Transfer Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EnergySource,"""System""","""Summed"""
VariableSpeedCoils.cc,1333,"""Cooling Coil Electric Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).Energy,"""System""","""Summed"""
VariableSpeedCoils.cc,1334,"""Cooling Coil Total Cooling Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EnergyLoadTotal,"""System""","""Summed"""
VariableSpeedCoils.cc,1335,"""Cooling Coil Sensible Cooling Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EnergySensible,"""System""","""Summed"""
VariableSpeedCoils.cc,1336,"""Cooling Coil Latent Cooling Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EnergyLatent,"""System""","""Summed"""
VariableSpeedCoils.cc,1337,"""Cooling Coil Source Side Heat Transfer Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EnergySource,"""System""","""Summed"""
VariableSpeedCoils.cc,1698,"""Heating Coil Electric Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).Energy,"""System""","""Summed"""
VariableSpeedCoils.cc,1699,"""Heating Coil Heating Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EnergyLoadTotal,"""System""","""Summed"""
VariableSpeedCoils.cc,1700,"""Heating Coil Source Side Heat Transfer Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EnergySource,"""System""","""Summed"""
VariableSpeedCoils.cc,2023,"""Heating Coil Electric Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).Energy,"""System""","""Summed"""
VariableSpeedCoils.cc,2024,"""Heating Coil Heating Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EnergyLoadTotal,"""System""","""Summed"""
VariableSpeedCoils.cc,2025,"""Heating Coil Source Side Heat Transfer Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EnergySource,"""System""","""Summed"""
VariableSpeedCoils.cc,2473,"""Cooling Coil Electric Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).Energy,"""System""","""Summed"""
VariableSpeedCoils.cc,2474,"""Cooling Coil Sensible Cooling Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EnergySensible,"""System""","""Summed"""
VariableSpeedCoils.cc,2475,"""Cooling Coil Latent Cooling Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EnergyLatent,"""System""","""Summed"""
VariableSpeedCoils.cc,2476,"""Cooling Coil Water Side Heat Transfer Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EnergySource,"""System""","""Summed"""
VariableSpeedCoils.cc,2479,"""Cooling Coil Cooling Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EnergyLoadTotal,"""System""","""Summed"""
VariableSpeedCoils.cc,2481,"""Cooling Coil Cooling Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EnergyLoadTotal,"""System""","""Summed"""
VariableSpeedCoils.cc,2509,"""Cooling Coil Air Mass Flow Rate""",,OutputProcessor::Unit::kg_s,VarSpeedCoil( DXCoilNum ).AirMassFlowRate,"""System""","""Average"""
VariableSpeedCoils.cc,2510,"""Cooling Coil Air Inlet Temperature""",,OutputProcessor::Unit::C,VarSpeedCoil( DXCoilNum ).InletAirDBTemp,"""System""","""Average"""
VariableSpeedCoils.cc,2511,"""Cooling Coil Air Inlet Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,VarSpeedCoil( DXCoilNum ).InletAirHumRat,"""System""","""Average"""
VariableSpeedCoils.cc,2512,"""Cooling Coil Latent Cooling Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QLatent,"""System""","""Average"""
VariableSpeedCoils.cc,2513,"""Cooling Coil Air Outlet Temperature""",,OutputProcessor::Unit::C,VarSpeedCoil( DXCoilNum ).OutletAirDBTemp,"""System""","""Average"""
VariableSpeedCoils.cc,2514,"""Cooling Coil Air Outlet Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,VarSpeedCoil( DXCoilNum ).OutletAirHumRat,"""System""","""Average"""
VariableSpeedCoils.cc,2515,"""Cooling Coil Sensible Cooling Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QSensible,"""System""","""Average"""
VariableSpeedCoils.cc,2516,"""Cooling Coil Total Cooling Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QLoadTotal,"""System""","""Average"""
VariableSpeedCoils.cc,2517,"""Cooling Coil Part Load Ratio""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).PartLoadRatio,"""System""","""Average"""
VariableSpeedCoils.cc,2518,"""Cooling Coil Electric Power""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).Power,"""System""","""Average"""
VariableSpeedCoils.cc,2519,"""Cooling Coil Runtime Fraction""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).RunFrac,"""System""","""Average"""
VariableSpeedCoils.cc,2520,"""Cooling Coil Source Side Heat Transfer Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QSource,"""System""","""Average"""
VariableSpeedCoils.cc,2521,"""Cooling Coil Upper Speed Level""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).SpeedNumReport,"""System""","""Average"""
VariableSpeedCoils.cc,2522,"""Cooling Coil Neighboring Speed Levels Ratio""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).SpeedRatioReport,"""System""","""Average"""
VariableSpeedCoils.cc,2525,"""Cooling Coil Condensate Volume Flow Rate""",,OutputProcessor::Unit::m3_s,VarSpeedCoil( DXCoilNum ).CondensateVdot,"""System""","""Average"""
VariableSpeedCoils.cc,2526,"""Cooling Coil Condensate Volume""",,OutputProcessor::Unit::m3,VarSpeedCoil( DXCoilNum ).CondensateVol,"""System""","""Sum"""
VariableSpeedCoils.cc,2530,"""Cooling Coil Condenser Inlet Temperature""",,OutputProcessor::Unit::C,VarSpeedCoil( DXCoilNum ).CondInletTemp,"""System""","""Average"""
VariableSpeedCoils.cc,2531,"""Cooling Coil Evaporative Condenser Water Volume""",,OutputProcessor::Unit::m3,VarSpeedCoil( DXCoilNum ).EvapWaterConsump,"""System""","""Sum"""
VariableSpeedCoils.cc,2532,"""Cooling Coil Evaporative Condenser Mains Water Volume""",,OutputProcessor::Unit::m3,VarSpeedCoil( DXCoilNum ).EvapWaterConsump,"""System""","""Sum"""
VariableSpeedCoils.cc,2533,"""Cooling Coil Evaporative Condenser Pump Electric Power""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).EvapCondPumpElecPower,"""System""","""Average"""
VariableSpeedCoils.cc,2534,"""Cooling Coil Evaporative Condenser Pump Electric Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EvapCondPumpElecConsumption,"""System""","""Sum"""
VariableSpeedCoils.cc,2536,"""Cooling Coil Basin Heater Electric Power""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).BasinHeaterPower,"""System""","""Average"""
VariableSpeedCoils.cc,2537,"""Cooling Coil Basin Heater Electric Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).BasinHeaterConsumption,"""System""","""Sum"""
VariableSpeedCoils.cc,2541,"""Cooling Coil Crankcase Heater Electric Power""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).CrankcaseHeaterPower,"""System""","""Average"""
VariableSpeedCoils.cc,2542,"""Cooling Coil Crankcase Heater Electric Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).CrankcaseHeaterConsumption,"""System""","""Sum"""
VariableSpeedCoils.cc,2545,"""Heating Coil Air Mass Flow Rate""",,OutputProcessor::Unit::kg_s,VarSpeedCoil( DXCoilNum ).AirMassFlowRate,"""System""","""Average"""
VariableSpeedCoils.cc,2546,"""Heating Coil Air Inlet Temperature""",,OutputProcessor::Unit::C,VarSpeedCoil( DXCoilNum ).InletAirDBTemp,"""System""","""Average"""
VariableSpeedCoils.cc,2547,"""Heating Coil Air Inlet Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,VarSpeedCoil( DXCoilNum ).InletAirHumRat,"""System""","""Average"""
VariableSpeedCoils.cc,2548,"""Heating Coil Air Outlet Temperature""",,OutputProcessor::Unit::C,VarSpeedCoil( DXCoilNum ).OutletAirDBTemp,"""System""","""Average"""
VariableSpeedCoils.cc,2549,"""Heating Coil Air Outlet Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,VarSpeedCoil( DXCoilNum ).OutletAirHumRat,"""System""","""Average"""
VariableSpeedCoils.cc,2550,"""Heating Coil Sensible Heating Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QSensible,"""System""","""Average"""
VariableSpeedCoils.cc,2551,"""Heating Coil Heating Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QLoadTotal,"""System""","""Average"""
VariableSpeedCoils.cc,2552,"""Heating Coil Part Load Ratio""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).PartLoadRatio,"""System""","""Average"""
VariableSpeedCoils.cc,2553,"""Heating Coil Electric Power""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).Power,"""System""","""Average"""
VariableSpeedCoils.cc,2554,"""Heating Coil Runtime Fraction""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).RunFrac,"""System""","""Average"""
VariableSpeedCoils.cc,2556,"""Heating Coil Source Side Heat Transfer Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QSource,"""System""","""Average"""
VariableSpeedCoils.cc,2557,"""Heating Coil Upper Speed Level""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).SpeedNumReport,"""System""","""Average"""
VariableSpeedCoils.cc,2558,"""Heating Coil Neighboring Speed Levels Ratio""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).SpeedRatioReport,"""System""","""Average"""
VariableSpeedCoils.cc,2560,"""Heating Coil Defrost Electric Power""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).DefrostPower,"""System""","""Average"""
VariableSpeedCoils.cc,2561,"""Heating Coil Defrost Electric Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).DefrostConsumption,"""System""","""Sum"""
VariableSpeedCoils.cc,2562,"""Heating Coil Crankcase Heater Electric Power""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).CrankcaseHeaterPower,"""System""","""Average"""
VariableSpeedCoils.cc,2563,"""Heating Coil Crankcase Heater Electric Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).CrankcaseHeaterConsumption,"""System""","""Sum"""
VariableSpeedCoils.cc,2571,"""Cooling Coil Electric Power""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).Power,"""System""","""Average"""
VariableSpeedCoils.cc,2572,"""Cooling Coil Total Cooling Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QLoadTotal,"""System""","""Average"""
VariableSpeedCoils.cc,2573,"""Cooling Coil Sensible Cooling Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QSensible,"""System""","""Average"""
VariableSpeedCoils.cc,2574,"""Cooling Coil Latent Cooling Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QLatent,"""System""","""Average"""
VariableSpeedCoils.cc,2575,"""Cooling Coil Source Side Heat Transfer Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QSource,"""System""","""Average"""
VariableSpeedCoils.cc,2576,"""Cooling Coil Part Load Ratio""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).PartLoadRatio,"""System""","""Average"""
VariableSpeedCoils.cc,2577,"""Cooling Coil Runtime Fraction""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).RunFrac,"""System""","""Average"""
VariableSpeedCoils.cc,2579,"""Cooling Coil Air Mass Flow Rate""",,OutputProcessor::Unit::kg_s,VarSpeedCoil( DXCoilNum ).AirMassFlowRate,"""System""","""Average"""
VariableSpeedCoils.cc,2580,"""Cooling Coil Air Inlet Temperature""",,OutputProcessor::Unit::C,VarSpeedCoil( DXCoilNum ).InletAirDBTemp,"""System""","""Average"""
VariableSpeedCoils.cc,2581,"""Cooling Coil Air Inlet Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,VarSpeedCoil( DXCoilNum ).InletAirHumRat,"""System""","""Average"""
VariableSpeedCoils.cc,2582,"""Cooling Coil Air Outlet Temperature""",,OutputProcessor::Unit::C,VarSpeedCoil( DXCoilNum ).OutletAirDBTemp,"""System""","""Average"""
VariableSpeedCoils.cc,2583,"""Cooling Coil Air Outlet Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,VarSpeedCoil( DXCoilNum ).OutletAirHumRat,"""System""","""Average"""
VariableSpeedCoils.cc,2584,"""Cooling Coil Source Side Mass Flow Rate""",,OutputProcessor::Unit::kg_s,VarSpeedCoil( DXCoilNum ).WaterMassFlowRate,"""System""","""Average"""
VariableSpeedCoils.cc,2585,"""Cooling Coil Source Side Inlet Temperature""",,OutputProcessor::Unit::C,VarSpeedCoil( DXCoilNum ).InletWaterTemp,"""System""","""Average"""
VariableSpeedCoils.cc,2586,"""Cooling Coil Source Side Outlet Temperature""",,OutputProcessor::Unit::C,VarSpeedCoil( DXCoilNum ).OutletWaterTemp,"""System""","""Average"""
VariableSpeedCoils.cc,2588,"""Cooling Coil Upper Speed Level""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).SpeedNumReport,"""System""","""Average"""
VariableSpeedCoils.cc,2589,"""Cooling Coil Neighboring Speed Levels Ratio""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).SpeedRatioReport,"""System""","""Average"""
VariableSpeedCoils.cc,2590,"""Cooling Coil Recoverable Heat Transfer Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QWasteHeat,"""System""","""Average"""
VariableSpeedCoils.cc,2594,"""Heating Coil Electric Power""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).Power,"""System""","""Average"""
VariableSpeedCoils.cc,2595,"""Heating Coil Heating Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QLoadTotal,"""System""","""Average"""
VariableSpeedCoils.cc,2596,"""Heating Coil Sensible Heating Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QSensible,"""System""","""Average"""
VariableSpeedCoils.cc,2598,"""Heating Coil Source Side Heat Transfer Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QSource,"""System""","""Average"""
VariableSpeedCoils.cc,2599,"""Heating Coil Part Load Ratio""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).PartLoadRatio,"""System""","""Average"""
VariableSpeedCoils.cc,2600,"""Heating Coil Runtime Fraction""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).RunFrac,"""System""","""Average"""
VariableSpeedCoils.cc,2602,"""Heating Coil Air Mass Flow Rate""",,OutputProcessor::Unit::kg_s,VarSpeedCoil( DXCoilNum ).AirMassFlowRate,"""System""","""Average"""
VariableSpeedCoils.cc,2603,"""Heating Coil Air Inlet Temperature""",,OutputProcessor::Unit::C,VarSpeedCoil( DXCoilNum ).InletAirDBTemp,"""System""","""Average"""
VariableSpeedCoils.cc,2604,"""Heating Coil Air Inlet Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,VarSpeedCoil( DXCoilNum ).InletAirHumRat,"""System""","""Average"""
VariableSpeedCoils.cc,2605,"""Heating Coil Air Outlet Temperature""",,OutputProcessor::Unit::C,VarSpeedCoil( DXCoilNum ).OutletAirDBTemp,"""System""","""Average"""
VariableSpeedCoils.cc,2606,"""Heating Coil Air Outlet Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,VarSpeedCoil( DXCoilNum ).OutletAirHumRat,"""System""","""Average"""
VariableSpeedCoils.cc,2607,"""Heating Coil Source Side Mass Flow Rate""",,OutputProcessor::Unit::kg_s,VarSpeedCoil( DXCoilNum ).WaterMassFlowRate,"""System""","""Average"""
VariableSpeedCoils.cc,2608,"""Heating Coil Source Side Inlet Temperature""",,OutputProcessor::Unit::C,VarSpeedCoil( DXCoilNum ).InletWaterTemp,"""System""","""Average"""
VariableSpeedCoils.cc,2609,"""Heating Coil Source Side Outlet Temperature""",,OutputProcessor::Unit::C,VarSpeedCoil( DXCoilNum ).OutletWaterTemp,"""System""","""Average"""
VariableSpeedCoils.cc,2611,"""Heating Coil Upper Speed Level""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).SpeedNumReport,"""System""","""Average"""
VariableSpeedCoils.cc,2612,"""Heating Coil Neighboring Speed Levels Ratio""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).SpeedRatioReport,"""System""","""Average"""
VariableSpeedCoils.cc,2613,"""Heating Coil Recoverable Heat Transfer Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QWasteHeat,"""System""","""Average"""
VariableSpeedCoils.cc,2616,"""Cooling Coil Water Heating Electric Power""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).Power,"""System""","""Average"""
VariableSpeedCoils.cc,2617,"""Cooling Coil Total Cooling Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QLoadTotal,"""System""","""Average"""
VariableSpeedCoils.cc,2618,"""Cooling Coil Sensible Cooling Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QSensible,"""System""","""Average"""
VariableSpeedCoils.cc,2619,"""Cooling Coil Latent Cooling Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).QLatent,"""System""","""Average"""
VariableSpeedCoils.cc,2620,"""Cooling Coil Total Water Heating Rate""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).TotalHeatingEnergyRate,"""System""","""Average"""
VariableSpeedCoils.cc,2621,"""Cooling Coil Part Load Ratio""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).PartLoadRatio,"""System""","""Average"""
VariableSpeedCoils.cc,2622,"""Cooling Coil Runtime Fraction""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).RunFrac,"""System""","""Average"""
VariableSpeedCoils.cc,2624,"""Cooling Coil Air Mass Flow Rate""",,OutputProcessor::Unit::kg_s,VarSpeedCoil( DXCoilNum ).AirMassFlowRate,"""System""","""Average"""
VariableSpeedCoils.cc,2625,"""Cooling Coil Air Inlet Temperature""",,OutputProcessor::Unit::C,VarSpeedCoil( DXCoilNum ).InletAirDBTemp,"""System""","""Average"""
VariableSpeedCoils.cc,2626,"""Cooling Coil Air Inlet Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,VarSpeedCoil( DXCoilNum ).InletAirHumRat,"""System""","""Average"""
VariableSpeedCoils.cc,2627,"""Cooling Coil Air Outlet Temperature""",,OutputProcessor::Unit::C,VarSpeedCoil( DXCoilNum ).OutletAirDBTemp,"""System""","""Average"""
VariableSpeedCoils.cc,2628,"""Cooling Coil Air Outlet Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,VarSpeedCoil( DXCoilNum ).OutletAirHumRat,"""System""","""Average"""
VariableSpeedCoils.cc,2629,"""Cooling Coil Water Mass Flow Rate""",,OutputProcessor::Unit::kg_s,VarSpeedCoil( DXCoilNum ).WaterMassFlowRate,"""System""","""Average"""
VariableSpeedCoils.cc,2630,"""Cooling Coil Water Inlet Temperature""",,OutputProcessor::Unit::C,VarSpeedCoil( DXCoilNum ).InletWaterTemp,"""System""","""Average"""
VariableSpeedCoils.cc,2631,"""Cooling Coil Water Outlet Temperature""",,OutputProcessor::Unit::C,VarSpeedCoil( DXCoilNum ).OutletWaterTemp,"""System""","""Average"""
VariableSpeedCoils.cc,2633,"""Cooling Coil Crankcase Heater Electric Power""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).CrankcaseHeaterPower,"""System""","""Average"""
VariableSpeedCoils.cc,2634,"""Cooling Coil Crankcase Heater Electric Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).CrankcaseHeaterConsumption,"""System""","""Sum"""
VariableSpeedCoils.cc,2636,"""Cooling Coil Upper Speed Level""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).SpeedNumReport,"""System""","""Average"""
VariableSpeedCoils.cc,2637,"""Cooling Coil Neighboring Speed Levels Ratio""",,OutputProcessor::Unit::None,VarSpeedCoil( DXCoilNum ).SpeedRatioReport,"""System""","""Average"""
VariableSpeedCoils.cc,2639,"""Cooling Coil Water Heating Pump Electric Power""",,OutputProcessor::Unit::W,VarSpeedCoil( DXCoilNum ).HPWHCondPumpElecNomPower,"""System""","""Average"""
VariableSpeedCoils.cc,2640,"""Cooling Coil Water Heating Pump Electric Energy""",,OutputProcessor::Unit::J,VarSpeedCoil( DXCoilNum ).EvapCondPumpElecConsumption,"""System""","""Sum"""
VentilatedSlab.cc,1097,"""Zone Ventilated Slab Radiant Heating Rate""",,OutputProcessor::Unit::W,VentSlab( Item ).RadHeatingPower,"""System""","""Average"""
VentilatedSlab.cc,1098,"""Zone Ventilated Slab Radiant Heating Energy""",,OutputProcessor::Unit::J,VentSlab( Item ).RadHeatingEnergy,"""System""","""Sum"""
VentilatedSlab.cc,1099,"""Zone Ventilated Slab Radiant Cooling Rate""",,OutputProcessor::Unit::W,VentSlab( Item ).RadCoolingPower,"""System""","""Average"""
VentilatedSlab.cc,1100,"""Zone Ventilated Slab Radiant Cooling Energy""",,OutputProcessor::Unit::J,VentSlab( Item ).RadCoolingEnergy,"""System""","""Sum"""
VentilatedSlab.cc,1101,"""Zone Ventilated Slab Coil Heating Rate""",,OutputProcessor::Unit::W,VentSlab( Item ).HeatCoilPower,"""System""","""Average"""
VentilatedSlab.cc,1102,"""Zone Ventilated Slab Coil Heating Energy""",,OutputProcessor::Unit::J,VentSlab( Item ).HeatCoilEnergy,"""System""","""Sum"""
VentilatedSlab.cc,1103,"""Zone Ventilated Slab Coil Total Cooling Rate""",,OutputProcessor::Unit::W,VentSlab( Item ).TotCoolCoilPower,"""System""","""Average"""
